Eatery_Id,Eatery_Name,City,Country_Code,Cuisines,Price_Range,Average_Cost_For_Two,Online_Delivery,Deliverying_Available,Table_Booking_Available,Aggregate_Rating,Rating_Text,Votes,Currency
308322,Hauz Khas Social,New Delhi,1,Continental,3,1600,1,0,1,4.3,Very Good,7931,Rs.
308322,Hauz Khas Social,New Delhi,1,American,3,1600,1,0,1,4.3,Very Good,7931,Rs.
308322,Hauz Khas Social,New Delhi,1,Asian,3,1600,1,0,1,4.3,Very Good,7931,Rs.
308322,Hauz Khas Social,New Delhi,1,North Indian,3,1600,1,0,1,4.3,Very Good,7931,Rs.
18037817,Qubitos - The Terrace Cafe,New Delhi,1,Thai,3,1500,0,0,1,4.5,Excellent,778,Rs.
18037817,Qubitos - The Terrace Cafe,New Delhi,1,European,3,1500,0,0,1,4.5,Excellent,778,Rs.
18037817,Qubitos - The Terrace Cafe,New Delhi,1,Mexican,3,1500,0,0,1,4.5,Excellent,778,Rs.
18037817,Qubitos - The Terrace Cafe,New Delhi,1,North Indian,3,1500,0,0,1,4.5,Excellent,778,Rs.
18037817,Qubitos - The Terrace Cafe,New Delhi,1,Chinese,3,1500,0,0,1,4.5,Excellent,778,Rs.
18037817,Qubitos - The Terrace Cafe,New Delhi,1,Cafe,3,1500,0,0,1,4.5,Excellent,778,Rs.
312345,The Hudson Cafe,New Delhi,1,Cafe,2,850,1,0,0,4.4,Very Good,1537,Rs.
312345,The Hudson Cafe,New Delhi,1,Italian,2,850,1,0,0,4.4,Very Good,1537,Rs.
312345,The Hudson Cafe,New Delhi,1,Continental,2,850,1,0,0,4.4,Very Good,1537,Rs.
312345,The Hudson Cafe,New Delhi,1,Chinese,2,850,1,0,0,4.4,Very Good,1537,Rs.
307490,Summer House Cafe,New Delhi,1,Italian,3,1850,0,0,1,4.1,Very Good,1823,Rs.
307490,Summer House Cafe,New Delhi,1,Continental,3,1850,0,0,1,4.1,Very Good,1823,Rs.
18241537,38 Barracks,New Delhi,1,North Indian,3,1600,0,0,1,4.4,Very Good,840,Rs.
18241537,38 Barracks,New Delhi,1,Italian,3,1600,0,0,1,4.4,Very Good,840,Rs.
18241537,38 Barracks,New Delhi,1,Asian,3,1600,0,0,1,4.4,Very Good,840,Rs.
18241537,38 Barracks,New Delhi,1,American,3,1600,0,0,1,4.4,Very Good,840,Rs.
18161577,Spezia Bistro,New Delhi,1,Cafe,2,900,1,0,1,4.6,Excellent,1071,Rs.
18161577,Spezia Bistro,New Delhi,1,Continental,2,900,1,0,1,4.6,Excellent,1071,Rs.
18161577,Spezia Bistro,New Delhi,1,Chinese,2,900,1,0,1,4.6,Excellent,1071,Rs.
18161577,Spezia Bistro,New Delhi,1,Italian,2,900,1,0,1,4.6,Excellent,1071,Rs.
303960,Manhattan Brewery & Bar Exchange,Gurgaon,1,Finger Food,4,2000,0,0,0,4.6,Excellent,2093,Rs.
303960,Manhattan Brewery & Bar Exchange,Gurgaon,1,American,4,2000,0,0,0,4.6,Excellent,2093,Rs.
303960,Manhattan Brewery & Bar Exchange,Gurgaon,1,Continental,4,2000,0,0,0,4.6,Excellent,2093,Rs.
303960,Manhattan Brewery & Bar Exchange,Gurgaon,1,North Indian,4,2000,0,0,0,4.6,Excellent,2093,Rs.
303960,Manhattan Brewery & Bar Exchange,Gurgaon,1,Italian,4,2000,0,0,0,4.6,Excellent,2093,Rs.
306134,The Wine Company,Gurgaon,1,Italian,4,2000,0,0,1,2.4,Poor,2412,Rs.
306134,The Wine Company,Gurgaon,1,European,4,2000,0,0,1,2.4,Poor,2412,Rs.
18233593,Farzi Cafe,New Delhi,1,Modern Indian,4,2200,0,0,0,4.4,Very Good,1942,Rs.
7528,Indian Grill Room,Gurgaon,1,North Indian,3,1800,1,0,1,4.5,Excellent,1262,Rs.
7528,Indian Grill Room,Gurgaon,1,Mughlai,3,1800,1,0,1,4.5,Excellent,1262,Rs.
18273624,Cafeteria & Co.,New Delhi,1,Continental,2,900,0,0,0,4.6,Excellent,1136,Rs.
18273624,Cafeteria & Co.,New Delhi,1,Mexican,2,900,0,0,0,4.6,Excellent,1136,Rs.
308022,Farzi Cafe,Gurgaon,1,Modern Indian,4,2200,0,0,0,4.3,Very Good,4385,Rs.
18157413,Molecule Air Bar,Gurgaon,1,Continental,3,1500,0,0,1,4.2,Very Good,1809,Rs.
18157413,Molecule Air Bar,Gurgaon,1,North Indian,3,1500,0,0,1,4.2,Very Good,1809,Rs.
18157413,Molecule Air Bar,Gurgaon,1,Italian,3,1500,0,0,1,4.2,Very Good,1809,Rs.
18157413,Molecule Air Bar,Gurgaon,1,Chinese,3,1500,0,0,1,4.2,Very Good,1809,Rs.
18279449,HotMess,New Delhi,1,North Indian,3,1900,1,0,1,4.3,Very Good,1129,Rs.
18279449,HotMess,New Delhi,1,Mediterranean,3,1900,1,0,1,4.3,Very Good,1129,Rs.
18279449,HotMess,New Delhi,1,Asian,3,1900,1,0,1,4.3,Very Good,1129,Rs.
18279449,HotMess,New Delhi,1,Fast Food,3,1900,1,0,1,4.3,Very Good,1129,Rs.
311057,My Bar Headquarters,New Delhi,1,North Indian,3,1000,0,0,0,3.7,Good,3010,Rs.
311057,My Bar Headquarters,New Delhi,1,Mughlai,3,1000,0,0,0,3.7,Good,3010,Rs.
311057,My Bar Headquarters,New Delhi,1,Chinese,3,1000,0,0,0,3.7,Good,3010,Rs.
18235515,FLYP@MTV,New Delhi,1,North Indian,3,1200,0,0,1,3.9,Good,1379,Rs.
18235515,FLYP@MTV,New Delhi,1,Mexican,3,1200,0,0,1,3.9,Good,1379,Rs.
18235515,FLYP@MTV,New Delhi,1,Italian,3,1200,0,0,1,3.9,Good,1379,Rs.
18235515,FLYP@MTV,New Delhi,1,Continental,3,1200,0,0,1,3.9,Good,1379,Rs.
18238278,Tamasha,New Delhi,1,Finger Food,3,1600,0,0,1,3.7,Good,1801,Rs.
18238278,Tamasha,New Delhi,1,North Indian,3,1600,0,0,1,3.7,Good,1801,Rs.
18238278,Tamasha,New Delhi,1,Continental,3,1600,0,0,1,3.7,Good,1801,Rs.
18238278,Tamasha,New Delhi,1,Italian,3,1600,0,0,1,3.7,Good,1801,Rs.
17977777,The Barbeque Company,New Delhi,1,North Indian,3,1200,0,0,0,4.2,Very Good,621,Rs.
17977777,The Barbeque Company,New Delhi,1,Chinese,3,1200,0,0,0,4.2,Very Good,621,Rs.
17977777,The Barbeque Company,New Delhi,1,Continental,3,1200,0,0,0,4.2,Very Good,621,Rs.
900,Saravana Bhavan,New Delhi,1,South Indian,2,500,1,0,0,4.3,Very Good,5172,Rs.
18246991,Odeon Social,New Delhi,1,Continental,3,1600,0,0,1,4.1,Very Good,1959,Rs.
18246991,Odeon Social,New Delhi,1,American,3,1600,0,0,1,4.1,Very Good,1959,Rs.
18246991,Odeon Social,New Delhi,1,Asian,3,1600,0,0,1,4.1,Very Good,1959,Rs.
18246991,Odeon Social,New Delhi,1,North Indian,3,1600,0,0,1,4.1,Very Good,1959,Rs.
18017612,Spice Kraft,Kolkata,1,Continental,3,1200,0,0,0,4.8,Excellent,1424,Rs.
18017612,Spice Kraft,Kolkata,1,Middle Eastern,3,1200,0,0,0,4.8,Excellent,1424,Rs.
18017612,Spice Kraft,Kolkata,1,Asian,3,1200,0,0,0,4.8,Excellent,1424,Rs.
18249144,Hoppipola,Kolkata,1,Italian,3,1200,1,0,0,4.2,Very Good,1103,Rs.
18249144,Hoppipola,Kolkata,1,Mexican,3,1200,1,0,0,4.2,Very Good,1103,Rs.
18249144,Hoppipola,Kolkata,1,American,3,1200,1,0,0,4.2,Very Good,1103,Rs.
18249144,Hoppipola,Kolkata,1,Mediterranean,3,1200,1,0,0,4.2,Very Good,1103,Rs.
25570,Barbeque Nation,Kolkata,1,North Indian,3,1600,0,0,0,4.9,Excellent,1753,Rs.
25570,Barbeque Nation,Kolkata,1,Chinese,3,1600,0,0,0,4.9,Excellent,1753,Rs.
20404,Peter Cat,Kolkata,1,Continental,3,1000,1,0,0,4.3,Very Good,7574,Rs.
20404,Peter Cat,Kolkata,1,North Indian,3,1000,1,0,0,4.3,Very Good,7574,Rs.
20842,Barbeque Nation,Kolkata,1,North Indian,3,1600,0,0,0,4.9,Excellent,5966,Rs.
20842,Barbeque Nation,Kolkata,1,Chinese,3,1600,0,0,0,4.9,Excellent,5966,Rs.
18017615,What's Up,Kolkata,1,Cafe,3,1000,0,0,1,4.0,Very Good,1126,Rs.
18017615,What's Up,Kolkata,1,Chinese,3,1000,0,0,1,4.0,Very Good,1126,Rs.
18017615,What's Up,Kolkata,1,Continental,3,1000,0,0,1,4.0,Very Good,1126,Rs.
20002,6 Ballygunge Place,Kolkata,1,Bengali,3,1000,1,0,1,4.4,Very Good,1778,Rs.
25587,TGI Friday's,Kolkata,1,Tex-Mex,3,1800,1,0,1,4.0,Very Good,911,Rs.
25587,TGI Friday's,Kolkata,1,American,3,1800,1,0,1,4.0,Very Good,911,Rs.
24286,The Irish House,Kolkata,1,European,3,1900,0,0,0,4.4,Very Good,2224,Rs.
24286,The Irish House,Kolkata,1,American,3,1900,0,0,0,4.4,Very Good,2224,Rs.
18217475,Asia Kitchen by Mainland China,Kolkata,1,Asian,3,1400,1,0,0,4.6,Excellent,945,Rs.
18217475,Asia Kitchen by Mainland China,Kolkata,1,Chinese,3,1400,1,0,0,4.6,Excellent,945,Rs.
20747,India Restaurant,Kolkata,1,Biryani,2,800,1,0,1,4.6,Excellent,1219,Rs.
20747,India Restaurant,Kolkata,1,North Indian,2,800,1,0,1,4.6,Excellent,1219,Rs.
20747,India Restaurant,Kolkata,1,Chinese,2,800,1,0,1,4.6,Excellent,1219,Rs.
20747,India Restaurant,Kolkata,1,Mughlai,2,800,1,0,1,4.6,Excellent,1219,Rs.
18377112,Nawwarah,Kolkata,1,Chinese,3,1000,0,0,0,3.9,Good,326,Rs.
18377112,Nawwarah,Kolkata,1,Cafe,3,1000,0,0,0,3.9,Good,326,Rs.
18377112,Nawwarah,Kolkata,1,North Indian,3,1000,0,0,0,3.9,Good,326,Rs.
18377112,Nawwarah,Kolkata,1,Desserts,3,1000,0,0,0,3.9,Good,326,Rs.
24530,Santa's Fantasea,Kolkata,1,Seafood,2,800,0,0,0,4.2,Very Good,2584,Rs.
24530,Santa's Fantasea,Kolkata,1,Chinese,2,800,0,0,0,4.2,Very Good,2584,Rs.
18343731,Mumbai Local,Kolkata,1,North Indian,3,1200,0,0,1,4.2,Very Good,704,Rs.
18343731,Mumbai Local,Kolkata,1,Chinese,3,1200,0,0,1,4.2,Very Good,704,Rs.
18343731,Mumbai Local,Kolkata,1,Street Food,3,1200,0,0,1,4.2,Very Good,704,Rs.
24452,Sigree Global Grill,Kolkata,1,North Indian,3,1600,0,0,1,4.1,Very Good,1616,Rs.
20870,BarBQ,Kolkata,1,Chinese,2,900,1,0,0,4.2,Very Good,5288,Rs.
20870,BarBQ,Kolkata,1,North Indian,2,900,1,0,0,4.2,Very Good,5288,Rs.
20350,Mocambo,Kolkata,1,Continental,3,1050,1,0,0,3.5,Good,4464,Rs.
20350,Mocambo,Kolkata,1,Italian,3,1050,1,0,0,3.5,Good,4464,Rs.
20350,Mocambo,Kolkata,1,North Indian,3,1050,1,0,0,3.5,Good,4464,Rs.
25664,Gabbar's Bar & Kitchen,Kolkata,1,North Indian,3,1400,0,0,1,4.4,Very Good,1484,Rs.
25664,Gabbar's Bar & Kitchen,Kolkata,1,Chinese,3,1400,0,0,1,4.4,Very Good,1484,Rs.
25664,Gabbar's Bar & Kitchen,Kolkata,1,Mexican,3,1400,0,0,1,4.4,Very Good,1484,Rs.
25664,Gabbar's Bar & Kitchen,Kolkata,1,Italian,3,1400,0,0,1,4.4,Very Good,1484,Rs.
18259462,Ocean Grill,Kolkata,1,Continental,3,1500,0,0,1,3.6,Good,1040,Rs.
18259462,Ocean Grill,Kolkata,1,Seafood,3,1500,0,0,1,3.6,Good,1040,Rs.
18259462,Ocean Grill,Kolkata,1,North Indian,3,1500,0,0,1,3.6,Good,1040,Rs.
18259462,Ocean Grill,Kolkata,1,Asian,3,1500,0,0,1,3.6,Good,1040,Rs.
21220,Flame & Grill,Kolkata,1,North Indian,3,1500,0,0,1,3.9,Good,1064,Rs.
21220,Flame & Grill,Kolkata,1,Continental,3,1500,0,0,1,3.9,Good,1064,Rs.
18313566,Farzi Cafe,Mumbai,1,Modern Indian,3,1500,0,0,0,4.3,Very Good,1240,Rs.
18075122,The Fusion Kitchen,Mumbai,1,North Indian,3,1000,1,0,1,4.7,Excellent,2083,Rs.
18075122,The Fusion Kitchen,Mumbai,1,Italian,3,1000,1,0,1,4.7,Excellent,2083,Rs.
18075122,The Fusion Kitchen,Mumbai,1,Chinese,3,1000,1,0,1,4.7,Excellent,2083,Rs.
18075122,The Fusion Kitchen,Mumbai,1,Mexican,3,1000,1,0,1,4.7,Excellent,2083,Rs.
18237753,Tea Villa Cafe,Mumbai,1,Cafe,3,1000,1,0,1,4.1,Very Good,2040,Rs.
18237753,Tea Villa Cafe,Mumbai,1,Italian,3,1000,1,0,1,4.1,Very Good,2040,Rs.
18237753,Tea Villa Cafe,Mumbai,1,Desserts,3,1000,1,0,1,4.1,Very Good,2040,Rs.
18237753,Tea Villa Cafe,Mumbai,1,Fast Food,3,1000,1,0,1,4.1,Very Good,2040,Rs.
18237753,Tea Villa Cafe,Mumbai,1,Chinese,3,1000,1,0,1,4.1,Very Good,2040,Rs.
18237753,Tea Villa Cafe,Mumbai,1,Tea,3,1000,1,0,1,4.1,Very Good,2040,Rs.
18463285,Mumbai Vibe,Mumbai,1,Cafe,3,1000,0,0,1,3.8,Good,146,Rs.
18463285,Mumbai Vibe,Mumbai,1,Continental,3,1000,0,0,1,3.8,Good,146,Rs.
18463285,Mumbai Vibe,Mumbai,1,North Indian,3,1000,0,0,1,3.8,Good,146,Rs.
18463285,Mumbai Vibe,Mumbai,1,Italian,3,1000,0,0,1,3.8,Good,146,Rs.
18463285,Mumbai Vibe,Mumbai,1,Chinese,3,1000,0,0,1,3.8,Good,146,Rs.
18463285,Mumbai Vibe,Mumbai,1,Bakery,3,1000,0,0,1,3.8,Good,146,Rs.
18463285,Mumbai Vibe,Mumbai,1,Desserts,3,1000,0,0,1,3.8,Good,146,Rs.
18463285,Mumbai Vibe,Mumbai,1,Finger Food,3,1000,0,0,1,3.8,Good,146,Rs.
18435740,38 Degree East,Mumbai,1,North Indian,3,1000,0,0,1,3.8,Good,181,Rs.
18435740,38 Degree East,Mumbai,1,Chinese,3,1000,0,0,1,3.8,Good,181,Rs.
18435740,38 Degree East,Mumbai,1,Thai,3,1000,0,0,1,3.8,Good,181,Rs.
17806994,Mirchi And Mime,Mumbai,1,North Indian,3,1500,0,0,0,4.9,Excellent,3244,Rs.
17806994,Mirchi And Mime,Mumbai,1,South Indian,3,1500,0,0,0,4.9,Excellent,3244,Rs.
17806994,Mirchi And Mime,Mumbai,1,Mughlai,3,1500,0,0,0,4.9,Excellent,3244,Rs.
18318116,R' ADDA,Mumbai,1,Street Food,3,1200,0,0,0,4.0,Very Good,536,Rs.
18318116,R' ADDA,Mumbai,1,Burger,3,1200,0,0,0,4.0,Very Good,536,Rs.
18318116,R' ADDA,Mumbai,1,Desserts,3,1200,0,0,0,4.0,Very Good,536,Rs.
18318116,R' ADDA,Mumbai,1,Italian,3,1200,0,0,0,4.0,Very Good,536,Rs.
18318116,R' ADDA,Mumbai,1,Pizza,3,1200,0,0,0,4.0,Very Good,536,Rs.
18318116,R' ADDA,Mumbai,1,North Indian,3,1200,0,0,0,4.0,Very Good,536,Rs.
18318116,R' ADDA,Mumbai,1,European,3,1200,0,0,0,4.0,Very Good,536,Rs.
18318116,R' ADDA,Mumbai,1,Finger Food,3,1200,0,0,0,4.0,Very Good,536,Rs.
18458563,The American Joint,Mumbai,1,Healthy Food,2,850,0,0,1,3.4,Average,170,Rs.
18458563,The American Joint,Mumbai,1,American,2,850,0,0,1,3.4,Average,170,Rs.
18458563,The American Joint,Mumbai,1,Burger,2,850,0,0,1,3.4,Average,170,Rs.
18458563,The American Joint,Mumbai,1,Salad,2,850,0,0,1,3.4,Average,170,Rs.
18388642,Grandmama's Cafe,Mumbai,1,Continental,3,1100,0,0,0,3.8,Good,617,Rs.
18388642,Grandmama's Cafe,Mumbai,1,Italian,3,1100,0,0,0,3.8,Good,617,Rs.
49003,SpiceKlub,Mumbai,1,North Indian,3,1500,1,0,0,4.2,Very Good,3370,Rs.
18408295,Stacks And Racks,Mumbai,1,American,2,500,0,0,0,4.6,Excellent,413,Rs.
18408295,Stacks And Racks,Mumbai,1,Burger,2,500,0,0,0,4.6,Excellent,413,Rs.
18408295,Stacks And Racks,Mumbai,1,Fast Food,2,500,0,0,0,4.6,Excellent,413,Rs.
18270976,Tea Villa Cafe,Mumbai,1,Cafe,3,1000,1,0,1,4.1,Very Good,1295,Rs.
18270976,Tea Villa Cafe,Mumbai,1,Italian,3,1000,1,0,1,4.1,Very Good,1295,Rs.
18270976,Tea Villa Cafe,Mumbai,1,Desserts,3,1000,1,0,1,4.1,Very Good,1295,Rs.
18270976,Tea Villa Cafe,Mumbai,1,Fast Food,3,1000,1,0,1,4.1,Very Good,1295,Rs.
18270976,Tea Villa Cafe,Mumbai,1,Chinese,3,1000,1,0,1,4.1,Very Good,1295,Rs.
18270976,Tea Villa Cafe,Mumbai,1,Tea,3,1000,1,0,1,4.1,Very Good,1295,Rs.
18447068,Cafe Hydro,Mumbai,1,Asian,3,1000,0,0,0,4.0,Very Good,156,Rs.
18441580,Tea Villa Cafe,Mumbai,1,Cafe,3,1000,0,0,1,3.9,Good,317,Rs.
18441580,Tea Villa Cafe,Mumbai,1,Italian,3,1000,0,0,1,3.9,Good,317,Rs.
18441580,Tea Villa Cafe,Mumbai,1,Desserts,3,1000,0,0,1,3.9,Good,317,Rs.
18441580,Tea Villa Cafe,Mumbai,1,Fast Food,3,1000,0,0,1,3.9,Good,317,Rs.
18441580,Tea Villa Cafe,Mumbai,1,Chinese,3,1000,0,0,1,3.9,Good,317,Rs.
18441580,Tea Villa Cafe,Mumbai,1,Tea,3,1000,0,0,1,3.9,Good,317,Rs.
34757,Joey's Pizza,Mumbai,1,Pizza,2,800,1,0,0,4.5,Excellent,2662,Rs.
35217,Joey's Pizza,Mumbai,1,Pizza,2,800,0,0,0,4.0,Very Good,5145,Rs.
16527711,The Rolling Pin,Mumbai,1,Bakery,2,700,1,0,0,3.9,Good,2076,Rs.
16527711,The Rolling Pin,Mumbai,1,Desserts,2,700,1,0,0,3.9,Good,2076,Rs.
16527711,The Rolling Pin,Mumbai,1,Cafe,2,700,1,0,0,3.9,Good,2076,Rs.
49486,Tea Villa Cafe,Mumbai,1,Cafe,3,1000,1,0,1,3.6,Good,1515,Rs.
49486,Tea Villa Cafe,Mumbai,1,Italian,3,1000,1,0,1,3.6,Good,1515,Rs.
49486,Tea Villa Cafe,Mumbai,1,Desserts,3,1000,1,0,1,3.6,Good,1515,Rs.
49486,Tea Villa Cafe,Mumbai,1,Fast Food,3,1000,1,0,1,3.6,Good,1515,Rs.
49486,Tea Villa Cafe,Mumbai,1,Chinese,3,1000,1,0,1,3.6,Good,1515,Rs.
49486,Tea Villa Cafe,Mumbai,1,Tea,3,1000,1,0,1,3.6,Good,1515,Rs.
18233317,145 Kala Ghoda,Mumbai,1,Fast Food,3,1500,0,0,0,4.2,Very Good,1606,Rs.
18233317,145 Kala Ghoda,Mumbai,1,Beverages,3,1500,0,0,0,4.2,Very Good,1606,Rs.
18233317,145 Kala Ghoda,Mumbai,1,Desserts,3,1500,0,0,0,4.2,Very Good,1606,Rs.
18216876,The English Department Bar & Diner,Mumbai,1,Italian,3,1500,0,0,1,3.9,Good,885,Rs.
18216876,The English Department Bar & Diner,Mumbai,1,Continental,3,1500,0,0,1,3.9,Good,885,Rs.
18216876,The English Department Bar & Diner,Mumbai,1,Mexican,3,1500,0,0,1,3.9,Good,885,Rs.
18216876,The English Department Bar & Diner,Mumbai,1,Japanese,3,1500,0,0,1,3.9,Good,885,Rs.
18216876,The English Department Bar & Diner,Mumbai,1,American,3,1500,0,0,1,3.9,Good,885,Rs.
18216876,The English Department Bar & Diner,Mumbai,1,British,3,1500,0,0,1,3.9,Good,885,Rs.
18353121,Flechazo,Bangalore,1,Asian,3,1200,0,0,1,4.4,Very Good,983,Rs.
18353121,Flechazo,Bangalore,1,Mediterranean,3,1200,0,0,1,4.4,Very Good,983,Rs.
18353121,Flechazo,Bangalore,1,North Indian,3,1200,0,0,1,4.4,Very Good,983,Rs.
51705,Toit,Bangalore,1,Italian,4,2000,0,0,0,4.8,Excellent,10934,Rs.
51705,Toit,Bangalore,1,American,4,2000,0,0,0,4.8,Excellent,10934,Rs.
51705,Toit,Bangalore,1,Pizza,4,2000,0,0,0,4.8,Excellent,10934,Rs.
51040,Truffles,Bangalore,1,American,2,800,1,0,0,4.7,Excellent,9667,Rs.
51040,Truffles,Bangalore,1,Burger,2,800,1,0,0,4.7,Excellent,9667,Rs.
51040,Truffles,Bangalore,1,Cafe,2,800,1,0,0,4.7,Excellent,9667,Rs.
18439634,ECHOES Koramangala,Bangalore,1,Continental,2,950,0,0,0,4.7,Excellent,276,Rs.
18439634,ECHOES Koramangala,Bangalore,1,American,2,950,0,0,0,4.7,Excellent,276,Rs.
18439634,ECHOES Koramangala,Bangalore,1,Italian,2,950,0,0,0,4.7,Excellent,276,Rs.
18439634,ECHOES Koramangala,Bangalore,1,North Indian,2,950,0,0,0,4.7,Excellent,276,Rs.
18439634,ECHOES Koramangala,Bangalore,1,Chinese,2,950,0,0,0,4.7,Excellent,276,Rs.
18439634,ECHOES Koramangala,Bangalore,1,Cafe,2,950,0,0,0,4.7,Excellent,276,Rs.
58882,Big Brewsky,Bangalore,1,Finger Food,3,1800,1,0,1,4.5,Excellent,5705,Rs.
58882,Big Brewsky,Bangalore,1,North Indian,3,1800,1,0,1,4.5,Excellent,5705,Rs.
58882,Big Brewsky,Bangalore,1,Italian,3,1800,1,0,1,4.5,Excellent,5705,Rs.
58882,Big Brewsky,Bangalore,1,Continental,3,1800,1,0,1,4.5,Excellent,5705,Rs.
58882,Big Brewsky,Bangalore,1,Thai,3,1800,1,0,1,4.5,Excellent,5705,Rs.
58882,Big Brewsky,Bangalore,1,South Indian,3,1800,1,0,1,4.5,Excellent,5705,Rs.
18339874,Farzi Cafe,Bangalore,1,Modern Indian,3,1500,0,0,0,4.4,Very Good,754,Rs.
18385443,Koramangala Social,Bangalore,1,Continental,3,1500,0,0,0,4.5,Excellent,1288,Rs.
18385443,Koramangala Social,Bangalore,1,American,3,1500,0,0,0,4.5,Excellent,1288,Rs.
18366652,Onesta,Bangalore,1,Pizza,2,600,0,0,0,4.6,Excellent,627,Rs.
18366652,Onesta,Bangalore,1,Cafe,2,600,0,0,0,4.6,Excellent,627,Rs.
18366652,Onesta,Bangalore,1,Italian,2,600,0,0,0,4.6,Excellent,627,Rs.
18162866,Three Dots & A Dash,Bangalore,1,European,3,1300,0,0,1,3.9,Good,1354,Rs.
18162866,Three Dots & A Dash,Bangalore,1,Continental,3,1300,0,0,1,3.9,Good,1354,Rs.
56464,Glen's Bakehouse,Bangalore,1,Bakery,2,800,0,0,0,4.0,Very Good,3533,Rs.
56464,Glen's Bakehouse,Bangalore,1,Desserts,2,800,0,0,0,4.0,Very Good,3533,Rs.
56464,Glen's Bakehouse,Bangalore,1,Cafe,2,800,0,0,0,4.0,Very Good,3533,Rs.
18221572,Onesta,Bangalore,1,Pizza,2,600,1,0,0,4.3,Very Good,1413,Rs.
18221572,Onesta,Bangalore,1,Cafe,2,600,1,0,0,4.3,Very Good,1413,Rs.
18221572,Onesta,Bangalore,1,Italian,2,600,1,0,0,4.3,Very Good,1413,Rs.
56618,AB's - Absolute Barbecues,Bangalore,1,European,3,1400,0,0,0,4.6,Excellent,6907,Rs.
56618,AB's - Absolute Barbecues,Bangalore,1,Mediterranean,3,1400,0,0,0,4.6,Excellent,6907,Rs.
56618,AB's - Absolute Barbecues,Bangalore,1,North Indian,3,1400,0,0,0,4.6,Excellent,6907,Rs.
18305628,Eat Street,Bangalore,1,North Indian,1,400,1,0,0,4.3,Very Good,753,Rs.
18305628,Eat Street,Bangalore,1,Chinese,1,400,1,0,0,4.3,Very Good,753,Rs.
18305628,Eat Street,Bangalore,1,Italian,1,400,1,0,0,4.3,Very Good,753,Rs.
18305628,Eat Street,Bangalore,1,Street Food,1,400,1,0,0,4.3,Very Good,753,Rs.
18305628,Eat Street,Bangalore,1,Desserts,1,400,1,0,0,4.3,Very Good,753,Rs.
18422898,Hoot,Bangalore,1,Continental,3,1400,0,0,0,3.9,Good,405,Rs.
18422898,Hoot,Bangalore,1,Italian,3,1400,0,0,0,3.9,Good,405,Rs.
18422898,Hoot,Bangalore,1,North Indian,3,1400,0,0,0,3.9,Good,405,Rs.
18430785,Communiti,Bangalore,1,Continental,3,1200,0,0,0,4.2,Very Good,334,Rs.
18359919,Onesta,Bangalore,1,Pizza,2,600,0,0,0,4.6,Excellent,781,Rs.
18359919,Onesta,Bangalore,1,Cafe,2,600,0,0,0,4.6,Excellent,781,Rs.
18359919,Onesta,Bangalore,1,Italian,2,600,0,0,0,4.6,Excellent,781,Rs.
58268,The Fatty Bao - Asian Gastro Bar,Bangalore,1,Asian,4,2400,1,0,1,4.7,Excellent,2369,Rs.
50943,Sultans of Spice,Bangalore,1,North Indian,3,1300,1,0,1,4.1,Very Good,2416,Rs.
50943,Sultans of Spice,Bangalore,1,Mughlai,3,1300,1,0,1,4.1,Very Good,2416,Rs.
18407918,Bombay Brasserie,Bangalore,1,Modern Indian,3,1500,1,0,0,4.2,Very Good,231,Rs.
54162,The Black Pearl,Bangalore,1,North Indian,3,1400,0,0,1,4.1,Very Good,5385,Rs.
54162,The Black Pearl,Bangalore,1,European,3,1400,0,0,1,4.1,Very Good,5385,Rs.
54162,The Black Pearl,Bangalore,1,Mediterranean,3,1400,0,0,1,4.1,Very Good,5385,Rs.
18354483,Farzi Cafe,Pune,1,Modern Indian,3,1500,0,0,0,4.3,Very Good,868,Rs.
13231,Le Plaisir,Pune,1,European,3,1000,0,0,0,4.8,Excellent,2510,Rs.
13231,Le Plaisir,Pune,1,Desserts,3,1000,0,0,0,4.8,Excellent,2510,Rs.
6507967,Tales & Spirits,Pune,1,Italian,2,800,1,0,1,4.1,Very Good,997,Rs.
6507967,Tales & Spirits,Pune,1,Continental,2,800,1,0,1,4.1,Very Good,997,Rs.
6507967,Tales & Spirits,Pune,1,Cafe,2,800,1,0,1,4.1,Very Good,997,Rs.
6508323,The Urban Foundry,Pune,1,North Indian,3,1500,0,0,1,4.5,Excellent,1099,Rs.
6508323,The Urban Foundry,Pune,1,Asian,3,1500,0,0,1,4.5,Excellent,1099,Rs.
18441490,Barbeque Ville,Pune,1,North Indian,3,1000,0,0,1,4.4,Very Good,208,Rs.
6505309,The Little Next Door,Pune,1,Finger Food,3,1000,0,0,1,4.1,Very Good,1143,Rs.
6505309,The Little Next Door,Pune,1,Italian,3,1000,0,0,1,4.1,Very Good,1143,Rs.
6505309,The Little Next Door,Pune,1,Spanish,3,1000,0,0,1,4.1,Very Good,1143,Rs.
6505309,The Little Next Door,Pune,1,Greek,3,1000,0,0,1,4.1,Very Good,1143,Rs.
6507495,Apache,Pune,1,Finger Food,3,1000,0,0,1,4.1,Very Good,377,Rs.
18350020,Kargo,Pune,1,Charcoal Grill,2,900,0,0,1,4.4,Very Good,635,Rs.
18350020,Kargo,Pune,1,Italian,2,900,0,0,1,4.4,Very Good,635,Rs.
18350020,Kargo,Pune,1,North Indian,2,900,0,0,1,4.4,Very Good,635,Rs.
